"year","value","state","item","units","base"
2005,382.74925,"NJ","Total Personal Income","Billion Dollars","Nominal"
2006,410.264875,"NJ","Total Personal Income","Billion Dollars","Nominal"
2007,435.04875,"NJ","Total Personal Income","Billion Dollars","Nominal"
2008,449.545425,"NJ","Total Personal Income","Billion Dollars","Nominal"
2009,436.27145,"NJ","Total Personal Income","Billion Dollars","Nominal"
2010,448.9311,"NJ","Total Personal Income","Billion Dollars","Nominal"
2011,469.2529,"NJ","Total Personal Income","Billion Dollars","Nominal"
2012,484.6,"NJ","Total Personal Income","Billion Dollars","Nominal"
2013,488.5913,"NJ","Total Personal Income","Billion Dollars","Nominal"
2014,509.357575,"NJ","Total Personal Income","Billion Dollars","Nominal"
2015,530.303125,"NJ","Total Personal Income","Billion Dollars","Nominal"
2016,545.30175,"NJ","Total Personal Income","Billion Dollars","Nominal"
2017,566.237075,"NJ","Total Personal Income","Billion Dollars","Nominal"
2018,591.9104,"NJ","Total Personal Income","Billion Dollars","Nominal"
2019,625.170325,"NJ","Total Personal Income","Billion Dollars","Nominal"
2020,653.07975,"NJ","Total Personal Income","Billion Dollars","Nominal"
2021,704.9364,"NJ","Total Personal Income","Billion Dollars","Nominal"
2022,719.973525,"NJ","Total Personal Income","Billion Dollars","Nominal"
2023,762.8029,"NJ","Total Personal Income","Billion Dollars","Nominal"
2024,795.1407,"NJ","Total Personal Income","Billion Dollars","Nominal"
1948,0.697925,"NM","Total Personal Income","Billion Dollars","Nominal"
1949,0.76525,"NM","Total Personal Income","Billion Dollars","Nominal"
1950,0.868075,"NM","Total Personal Income","Billion Dollars","Nominal"
1951,1.010875,"NM","Total Personal Income","Billion Dollars","Nominal"
1952,1.107025,"NM","Total Personal Income","Billion Dollars","Nominal"
1953,1.161025,"NM","Total Personal Income","Billion Dollars","Nominal"
1954,1.188,"NM","Total Personal Income","Billion Dollars","Nominal"
1955,1.288175,"NM","Total Personal Income","Billion Dollars","Nominal"
1956,1.39015,"NM","Total Personal Income","Billion Dollars","Nominal"
1957,1.55985,"NM","Total Personal Income","Billion Dollars","Nominal"
1958,1.729475,"NM","Total Personal Income","Billion Dollars","Nominal"
1959,1.85865,"NM","Total Personal Income","Billion Dollars","Nominal"
1960,1.911475,"NM","Total Personal Income","Billion Dollars","Nominal"
1961,2.000275,"NM","Total Personal Income","Billion Dollars","Nominal"
1962,2.078975,"NM","Total Personal Income","Billion Dollars","Nominal"
1963,2.150275,"NM","Total Personal Income","Billion Dollars","Nominal"
1964,2.27325,"NM","Total Personal Income","Billion Dollars","Nominal"
1965,2.41205,"NM","Total Personal Income","Billion Dollars","Nominal"
1966,2.53465,"NM","Total Personal Income","Billion Dollars","Nominal"
1967,2.62,"NM","Total Personal Income","Billion Dollars","Nominal"
1968,2.836875,"NM","Total Personal Income","Billion Dollars","Nominal"
1969,3.143675,"NM","Total Personal Income","Billion Dollars","Nominal"
1970,3.4998,"NM","Total Personal Income","Billion Dollars","Nominal"
1971,3.872425,"NM","Total Personal Income","Billion Dollars","Nominal"
1972,4.35335,"NM","Total Personal Income","Billion Dollars","Nominal"
1973,4.8818,"NM","Total Personal Income","Billion Dollars","Nominal"
1974,5.487275,"NM","Total Personal Income","Billion Dollars","Nominal"
1975,6.267925,"NM","Total Personal Income","Billion Dollars","Nominal"
1976,6.9874,"NM","Total Personal Income","Billion Dollars","Nominal"
1977,7.8198,"NM","Total Personal Income","Billion Dollars","Nominal"
1978,8.947775,"NM","Total Personal Income","Billion Dollars","Nominal"
1979,10.08735,"NM","Total Personal Income","Billion Dollars","Nominal"
1980,11.3247,"NM","Total Personal Income","Billion Dollars","Nominal"
1981,12.78975,"NM","Total Personal Income","Billion Dollars","Nominal"
1982,14.010575,"NM","Total Personal Income","Billion Dollars","Nominal"
1983,15.08665,"NM","Total Personal Income","Billion Dollars","Nominal"
1984,16.4511,"NM","Total Personal Income","Billion Dollars","Nominal"
1985,17.81205,"NM","Total Personal Income","Billion Dollars","Nominal"
1986,18.51205,"NM","Total Personal Income","Billion Dollars","Nominal"
1987,19.23575,"NM","Total Personal Income","Billion Dollars","Nominal"
1988,20.38005,"NM","Total Personal Income","Billion Dollars","Nominal"
1989,21.82735,"NM","Total Personal Income","Billion Dollars","Nominal"
1990,23.292225,"NM","Total Personal Income","Billion Dollars","Nominal"
1991,24.95355,"NM","Total Personal Income","Billion Dollars","Nominal"
1992,26.77825,"NM","Total Personal Income","Billion Dollars","Nominal"
1993,28.793325,"NM","Total Personal Income","Billion Dollars","Nominal"
1994,30.7282,"NM","Total Personal Income","Billion Dollars","Nominal"
1995,33.016875,"NM","Total Personal Income","Billion Dollars","Nominal"
1996,34.66475,"NM","Total Personal Income","Billion Dollars","Nominal"
1997,36.399475,"NM","Total Personal Income","Billion Dollars","Nominal"
1998,38.233125,"NM","Total Personal Income","Billion Dollars","Nominal"
1999,38.91505,"NM","Total Personal Income","Billion Dollars","Nominal"
2000,41.922275,"NM","Total Personal Income","Billion Dollars","Nominal"
2001,44.95885,"NM","Total Personal Income","Billion Dollars","Nominal"
2002,46.821725,"NM","Total Personal Income","Billion Dollars","Nominal"
2003,49.01975,"NM","Total Personal Income","Billion Dollars","Nominal"
2004,52.09965,"NM","Total Personal Income","Billion Dollars","Nominal"
2005,55.5408,"NM","Total Personal Income","Billion Dollars","Nominal"
2006,59.71375,"NM","Total Personal Income","Billion Dollars","Nominal"
2007,63.243625,"NM","Total Personal Income","Billion Dollars","Nominal"
2008,67.462375,"NM","Total Personal Income","Billion Dollars","Nominal"
2009,67.0118,"NM","Total Personal Income","Billion Dollars","Nominal"
2010,69.499825,"NM","Total Personal Income","Billion Dollars","Nominal"
2011,73.01775,"NM","Total Personal Income","Billion Dollars","Nominal"
2012,74.6108,"NM","Total Personal Income","Billion Dollars","Nominal"
2013,73.0798,"NM","Total Personal Income","Billion Dollars","Nominal"
2014,77.266,"NM","Total Personal Income","Billion Dollars","Nominal"
2015,79.1308,"NM","Total Personal Income","Billion Dollars","Nominal"
2016,80.782275,"NM","Total Personal Income","Billion Dollars","Nominal"
2017,82.354125,"NM","Total Personal Income","Billion Dollars","Nominal"
2018,86.179475,"NM","Total Personal Income","Billion Dollars","Nominal"
2019,91.208875,"NM","Total Personal Income","Billion Dollars","Nominal"
2020,98.480225,"NM","Total Personal Income","Billion Dollars","Nominal"
2021,107.31055,"NM","Total Personal Income","Billion Dollars","Nominal"
2022,112.180925,"NM","Total Personal Income","Billion Dollars","Nominal"
2023,117.0163,"NM","Total Personal Income","Billion Dollars","Nominal"
2024,121.9672,"NM","Total Personal Income","Billion Dollars","Nominal"
1948,25.850775,"NY","Total Personal Income","Billion Dollars","Nominal"
1949,25.88345,"NY","Total Personal Income","Billion Dollars","Nominal"
1950,27.767475,"NY","Total Personal Income","Billion Dollars","Nominal"
1951,30.071225,"NY","Total Personal Income","Billion Dollars","Nominal"
1952,31.529025,"NY","Total Personal Income","Billion Dollars","Nominal"
1953,33.53855,"NY","Total Personal Income","Billion Dollars","Nominal"
1954,34.640525,"NY","Total Personal Income","Billion Dollars","Nominal"
1955,36.8888,"NY","Total Personal Income","Billion Dollars","Nominal"
1956,39.1909,"NY","Total Personal Income","Billion Dollars","Nominal"
1957,41.618225,"NY","Total Personal Income","Billion Dollars","Nominal"
1958,43.29665,"NY","Total Personal Income","Billion Dollars","Nominal"
1959,45.89005,"NY","Total Personal Income","Billion Dollars","Nominal"
1960,47.939325,"NY","Total Personal Income","Billion Dollars","Nominal"
1961,50.098375,"NY","Total Personal Income","Billion Dollars","Nominal"
1962,52.85345,"NY","Total Personal Income","Billion Dollars","Nominal"
1963,55.173675,"NY","Total Personal Income","Billion Dollars","Nominal"
1964,58.93945,"NY","Total Personal Income","Billion Dollars","Nominal"
1965,62.624525,"NY","Total Personal Income","Billion Dollars","Nominal"
1966,67.24035,"NY","Total Personal Income","Billion Dollars","Nominal"
1967,72.53785,"NY","Total Personal Income","Billion Dollars","Nominal"
1968,80.0618,"NY","Total Personal Income","Billion Dollars","Nominal"
1969,83.626275,"NY","Total Personal Income","Billion Dollars","Nominal"
1970,89.89545,"NY","Total Personal Income","Billion Dollars","Nominal"
1971,96.121,"NY","Total Personal Income","Billion Dollars","Nominal"
1972,102.833575,"NY","Total Personal Income","Billion Dollars","Nominal"
1973,109.5717,"NY","Total Personal Income","Billion Dollars","Nominal"
1974,118.064625,"NY","Total Personal Income","Billion Dollars","Nominal"
1975,127.413875,"NY","Total Personal Income","Billion Dollars","Nominal"
1976,134.980825,"NY","Total Personal Income","Billion Dollars","Nominal"
1977,145.640375,"NY","Total Personal Income","Billion Dollars","Nominal"
1978,158.5837,"NY","Total Personal Income","Billion Dollars","Nominal"
1979,173.371725,"NY","Total Personal Income","Billion Dollars","Nominal"
1980,193.3363,"NY","Total Personal Income","Billion Dollars","Nominal"
1981,215.436625,"NY","Total Personal Income","Billion Dollars","Nominal"
1982,234.1547,"NY","Total Personal Income","Billion Dollars","Nominal"
1983,252.718675,"NY","Total Personal Income","Billion Dollars","Nominal"
1984,279.066425,"NY","Total Personal Income","Billion Dollars","Nominal"
1985,298.925025,"NY","Total Personal Income","Billion Dollars","Nominal"
1986,319.272975,"NY","Total Personal Income","Billion Dollars","Nominal"
1987,339.348075,"NY","Total Personal Income","Billion Dollars","Nominal"
1988,373.424,"NY","Total Personal Income","Billion Dollars","Nominal"
1989,403.530075,"NY","Total Personal Income","Billion Dollars","Nominal"
1990,432.353675,"NY","Total Personal Income","Billion Dollars","Nominal"
1991,433.087825,"NY","Total Personal Income","Billion Dollars","Nominal"
1992,457.070925,"NY","Total Personal Income","Billion Dollars","Nominal"
1993,469.679125,"NY","Total Personal Income","Billion Dollars","Nominal"
1994,484.26585,"NY","Total Personal Income","Billion Dollars","Nominal"
1995,510.3117,"NY","Total Personal Income","Billion Dollars","Nominal"
1996,536.9423,"NY","Total Personal Income","Billion Dollars","Nominal"
1997,567.11645,"NY","Total Personal Income","Billion Dollars","Nominal"
1998,600.087225,"NY","Total Personal Income","Billion Dollars","Nominal"
1999,635.24275,"NY","Total Personal Income","Billion Dollars","Nominal"
2000,683.214275,"NY","Total Personal Income","Billion Dollars","Nominal"
2001,709.4176,"NY","Total Personal Income","Billion Dollars","Nominal"
2002,707.561125,"NY","Total Personal Income","Billion Dollars","Nominal"
2003,717.5553,"NY","Total Personal Income","Billion Dollars","Nominal"
2004,749.469325,"NY","Total Personal Income","Billion Dollars","Nominal"
2005,777.653225,"NY","Total Personal Income","Billion Dollars","Nominal"
2006,836.02265,"NY","Total Personal Income","Billion Dollars","Nominal"
2007,899.609875,"NY","Total Personal Income","Billion Dollars","Nominal"
2008,920.456525,"NY","Total Personal Income","Billion Dollars","Nominal"
2009,906.18825,"NY","Total Personal Income","Billion Dollars","Nominal"
2010,943.392775,"NY","Total Personal Income","Billion Dollars","Nominal"
2011,995.23135,"NY","Total Personal Income","Billion Dollars","Nominal"
2012,1039.7916,"NY","Total Personal Income","Billion Dollars","Nominal"
2013,1051.7981,"NY","Total Personal Income","Billion Dollars","Nominal"
2014,1090.000775,"NY","Total Personal Income","Billion Dollars","Nominal"
2015,1137.082275,"NY","Total Personal Income","Billion Dollars","Nominal"
2016,1176.654675,"NY","Total Personal Income","Billion Dollars","Nominal"
2017,1255.776725,"NY","Total Personal Income","Billion Dollars","Nominal"
2018,1298.669,"NY","Total Personal Income","Billion Dollars","Nominal"
2019,1343.851175,"NY","Total Personal Income","Billion Dollars","Nominal"
2020,1415.297325,"NY","Total Personal Income","Billion Dollars","Nominal"
2021,1509.255175,"NY","Total Personal Income","Billion Dollars","Nominal"
2022,1524.707025,"NY","Total Personal Income","Billion Dollars","Nominal"
2023,1611.1693,"NY","Total Personal Income","Billion Dollars","Nominal"
2024,1686.39345,"NY","Total Personal Income","Billion Dollars","Nominal"
1988,0.0009625,"NC","Total Personal Income","Billion Dollars","Nominal"
1989,0.0009225,"NC","Total Personal Income","Billion Dollars","Nominal"
1990,0.0013975,"NC","Total Personal Income","Billion Dollars","Nominal"
1991,0.0014525,"NC","Total Personal Income","Billion Dollars","Nominal"
1992,0.001265,"NC","Total Personal Income","Billion Dollars","Nominal"
1993,0.00086,"NC","Total Personal Income","Billion Dollars","Nominal"
1994,0.000505,"NC","Total Personal Income","Billion Dollars","Nominal"
1995,0.0004375,"NC","Total Personal Income","Billion Dollars","Nominal"
1996,0.00057,"NC","Total Personal Income","Billion Dollars","Nominal"
1997,0.0006225,"NC","Total Personal Income","Billion Dollars","Nominal"
1998,0.00064,"NC","Total Personal Income","Billion Dollars","Nominal"
1999,0.0005975,"NC","Total Personal Income","Billion Dollars","Nominal"
2000,0.0005875,"NC","Total Personal Income","Billion Dollars","Nominal"
2001,0.0008075,"NC","Total Personal Income","Billion Dollars","Nominal"
2002,0.0011125,"NC","Total Personal Income","Billion Dollars","Nominal"
2003,0.00088,"NC","Total Personal Income","Billion Dollars","Nominal"
2004,0.0006525,"NC","Total Personal Income","Billion Dollars","Nominal"
2005,0.0005325,"NC","Total Personal Income","Billion Dollars","Nominal"
2006,0.0003825,"NC","Total Personal Income","Billion Dollars","Nominal"
2007,0.0005225,"NC","Total Personal Income","Billion Dollars","Nominal"
2008,0.0011425,"NC","Total Personal Income","Billion Dollars","Nominal"
2009,0.0023825,"NC","Total Personal Income","Billion Dollars","Nominal"
2010,0.0028925,"NC","Total Personal Income","Billion Dollars","Nominal"
2011,0.00176,"NC","Total Personal Income","Billion Dollars","Nominal"
2012,0.0011425,"NC","Total Personal Income","Billion Dollars","Nominal"
2013,0.00076,"NC","Total Personal Income","Billion Dollars","Nominal"
2014,0.000495,"NC","Total Personal Income","Billion Dollars","Nominal"
2015,0.00041,"NC","Total Personal Income","Billion Dollars","Nominal"
2016,0.0004375,"NC","Total Personal Income","Billion Dollars","Nominal"
2017,0.000455,"NC","Total Personal Income","Billion Dollars","Nominal"
2018,0.0004525,"NC","Total Personal Income","Billion Dollars","Nominal"
2019,0.000475,"NC","Total Personal Income","Billion Dollars","Nominal"
2020,0.000523333333333333,"NC","Total Personal Income","Billion Dollars","Nominal"
1948,0.84765,"ND","Total Personal Income","Billion Dollars","Nominal"
1949,0.7347,"ND","Total Personal Income","Billion Dollars","Nominal"
1950,0.859375,"ND","Total Personal Income","Billion Dollars","Nominal"
1951,0.894225,"ND","Total Personal Income","Billion Dollars","Nominal"
1952,0.821325,"ND","Total Personal Income","Billion Dollars","Nominal"
1953,0.835575,"ND","Total Personal Income","Billion Dollars","Nominal"
1954,0.859575,"ND","Total Personal Income","Billion Dollars","Nominal"
1955,0.949325,"ND","Total Personal Income","Billion Dollars","Nominal"
1956,0.989875,"ND","Total Personal Income","Billion Dollars","Nominal"
1957,1.0174,"ND","Total Personal Income","Billion Dollars","Nominal"
1958,1.170375,"ND","Total Personal Income","Billion Dollars","Nominal"
1959,1.085575,"ND","Total Personal Income","Billion Dollars","Nominal"
1960,1.210275,"ND","Total Personal Income","Billion Dollars","Nominal"
1961,1.109225,"ND","Total Personal Income","Billion Dollars","Nominal"
1962,1.5549,"ND","Total Personal Income","Billion Dollars","Nominal"
